ref_no,title,tender_value,bid_submission_end_date,emd,bid_open_date
54(5)/AE-I/GPOA/2025/03,"Construction of Permanent Infrastructure for Frontier Hqrs. SSB, Patna. SH: Providing Inspection Vehicle on monthly hire basis for official use in the office of Digha Project/Sub-Division-I, CPWD, Digha, Patna.Subwork/Packages:Providing Inspection Vehicle on monthly hire basis for official use in the office of Digha Project/Sub-Division-I, CPWD, Digha, Patna.","₹67,012",10/06/2025 15:00,₹0,
24/NIT/EE-Ranchi/CPWD/2025-26,"Providing, Installation, Testing and Commissioning of Water Treatment Plant Capacity 20 cum/Hours at IIAB-ICAR at Gharkhatanga, Ranchi, Jharkhand","₹41,95,185",17/06/2025 15:00,"₹83,904",17/06/2025 15:30
54/WO/EE/Bikaner/1252,"Providing the services of a Computer operator in the office of the Chief Engineer Jaipur Nirman Bhawan sector-10 Vidyadhar Nagar, CPWD, Jaipur",₹0,10/06/2025 15:00,₹0,
27/EE(E.)/ShCED/CPWD/2025-26//SD-Madhopur,"RMO Pump set, MOEI & Fans in Residential & Non- Residential Building under MCESD, Madhopur (PB) During 2025 (SH: - Pdg E&M Services at CPNR Building at CPWD, Madhopur (PB))Subwork/Packages:RMO Pump set, MOEI & Fans in Residential & Non-Residential Building under MCESD, Madhopur (PB) During 2025 (SH :- Pdg E&M Services at CPNR Building at CPWD, Madhopur (PB))","₹5,70,800",10/06/2025 15:00,"₹11,416",10/06/2025 15:30
13/EE-Ajmer/CPWD/2025-26,Construction of 01 nos. Vocational Lab i/c E & M Services under PMSHRI scheme at KV-1 at Ajmer Rajasthan,"₹49,37,494",10/06/2025 15:00,"₹98,750",10/06/2025 15:30
19/EE/E-TVM/2025-26,"MOEI and Fans and Mechanical Installation at CDC Medical College Campus, Trivandrum.  SH. SITC of Inverter Type Split type Air Conditioner.Subwork/Packages:Single","₹5,54,208",10/06/2025 15:00,"₹11,084",10/06/2025 15:30
23(12)/AE(E)-I/Haldwani/2025/93,Repairing and servicing of 10 HP monoblock multistage pump set installed at NBPGR Bhowali,"₹74,742",10/06/2025 15:00,"₹2,500",10/06/2025 15:30
14/EE-Ajmer/CPWD/2025-26,Construction of 01 nos. Vocational lab i/c Water supply & Sanitary Installation & E & M Services under PMSHRI scheme at KV Jhalawar Rajasthan,"₹45,68,254",10/06/2025 15:00,"₹91,365",10/06/2025 15:30
54/WO/EE/Bikaner/1250,"Providing the services of a Motor lorry driver in the office of the Chief Engineer Jaipur, CPWD, Jaipur",₹0,10/06/2025 15:00,₹0,
54/WO/EE/Bikaner/1251,"Contingencies of different works under Executive Engineer Civil CPWD, Bikaner SH Providing the services of a Motor Lorry Driver in the office of Executive Engineer Civil, CPWD, Bikaner",₹0,10/06/2025 15:00,₹0,
18/EE(E)/KED/2025-26/KARNAL,"MORI and Fans at Income Tax Building Rohtak, HaryanaSubwork/Packages:Repairing of EI Installation at residential colony ITO Rohtak","₹5,76,528",10/06/2025 15:00,"₹11,531",10/06/2025 15:30
15/EE-Ajmer/CPWD/2025-26,Central Lab Facility Creation i/c E & M works at ICAR-NRCSS Tabiji at Ajmer Rajasthan,"₹20,58,494",10/06/2025 15:00,"₹41,170",10/06/2025 15:30
10/CE/NDZ-3/2025-26 & 21/EE/M-Div/2025-2026,"Improvement of exterior aesthetic of various type of GPRA quarters (Type-II 670 nos., Type-III 194 nos. & Type-IV 389 nos.) at Sector-8, R.K. Puram, New Delhi. (SH: Retrofitting work of damaged blocks.)","₹12,76,70,452",23/06/2025 15:00,"₹22,76,705",23/06/2025 15:30
34/NIT/EE-KOL-III/CPWD/2025-26,"Special Repair to Residential Quarters at EB Block, Salt Lake, Kolkata during 2025-26. SH:- Water proofing roof treatment of 2 blocks Ty-II block No-13 & Ty-III-block No.12.","₹8,89,680",11/06/2025 15:00,"₹17,794",11/06/2025 15:30
16/EE-Ajmer/CPWD/2025-26,Molecular Biology Lab Facility Creation i/c E & M work for quality lab at ICAR NRCSS Tabiji at Ajmer Rajasthan,"₹15,80,491",10/06/2025 15:00,"₹31,610",10/06/2025 15:30
02/DD(H) Jammu Hort. Division/2025-26/H,"Maintenance of Horticulture works at Metrology office, Rajinder Nagar Phase-1, Bantalab, Jammu during 2025-26. SH:- Complete maintenance of garden featuresSubwork/Packages:Maintenance of Horticulture works at Metrology office, Rajinder Nagar Phase-1, Bantalab, Jammu during 2025-26. SH:- Complete maintenance of garden features","₹6,15,187",10/06/2025 15:00,"₹12,304",10/06/2025 15:30
16/EE(E)/JED/2025-26,"Provision of Air Conditioners for Income Tax Office at C.R. Building, Amritsar. (PB).","₹2,52,183",10/06/2025 15:00,"₹5,044",10/06/2025 15:30
21/EE(E)/Bangalore/BCESD-I/2025-26,"Construction of 327 Nos (300 Nos. Type II, 3 Nos Type III, 17 Nos Type IV and Type V) Residential quarters & 2 Nos 180 Nos Barracks at Group Centre (CG) CRPF, Yelhanka, Bangalore.Subwork/Packages:Repairs & Replacement of spares to the existing Borewell Water supply Pumpset & Miscellaneous.","₹1,04,946",11/06/2025 15:00,"₹2,099",11/06/2025 15:30
"01/DD (Hort.)/JAIPUR-I, CPWD/2025-26 - Recall 1","M/o garden area attached to National Skill Training Institute for Women (NSTI), Jhalana Doongri, Jaipur under JHD, CPWD, Jaipur during 2025-26. (SH:- Complete Maintenance of Garden features).Subwork/Packages:Complete Maintenance of Garden features.","₹7,54,791",10/06/2025 15:00,"₹15,096",10/06/2025 15:30
75/EE(E)/FED/2025-26,SITC OF LINEAR FAULT AND HEAT DETECTION SYSTEM FOR EXISTING ELECTRICAL DISTRIBUTION PANEL AT OLD AND NEW RESIDENTIAL COLONY NH-IV FARIDABAD,"₹29,45,602",10/06/2025 15:00,"₹58,912",10/06/2025 15:30
17/EE-Ajmer/CPWD/2025-26,"Provision of setup Tent Arrangements i/c E & M works for Public Meetings in Jurisdiction area of Hon ble speaker, Lok Sabha at Kota Rajasthan during the year 2024-29","₹30,60,411",10/06/2025 15:00,"₹61,208",10/06/2025 15:30
08/NIT/EE/AE/RBI PSD-IV/2025-26,"C/o Office cum residential complex of Defence Estate Office in Defence land at Narengi Military Station, Satgaon, Guwahati (SH: C/o Office Building and Residential  Quarters for Ty-II/07 Nos., Ty-III/07 Nos., Ty-IV/01 No., Ty-V/01 No. and Boundary wall alongwith main gate and sentry post including water supply & sanitary installation and internal electrical installation etc. (SH: Preparation of Structural design and drawings)Subwork/Packages:Preparation of Design and drawings","₹3,00,000",10/06/2025 15:00,"₹6,000",10/06/2025 15:30
35/EE/KCD-IV/CPWD/2025-26,"A/R & M/O GPRA Quarters at Singhee Park at 16 Dover Lane, Kolkata. During-2025-26. SH: Day to day maintenance & Repair woks such as Water Supply, Sanitary Installation, Campus Cleaning and Misc. Civil Works.","₹30,95,906",10/06/2025 15:00,"₹61,918",10/06/2025 15:30
76/EE(E)/FED/2025-26,"UPGRADATION OF EXISTING EI AND FANS TYPE-II, III, IV AND TYPE-V QTRS AT OLD RESDL. COLONY NH-IV FARIDABAD (SH:- REPLACEMENT OF CUBICAL TYPE METER PANEL BOARD)","₹25,53,421",10/06/2025 15:00,"₹51,068",10/06/2025 15:30
36/EE/KCD-IV/CPWD/2025-26,"Providing aluminium windows on the front side of Churni Hostel, painting rooms 301 and 302 of the CRAFT Building and merging rooms A-21 and A-22 within the Academic Building, along with other miscellaneous works and repair of the existing compound wall at Indian Association for the Cultivation of Science (IACS) campus at A& B Raja S.C. Mallick Road, Jadavpur, Kolkata.","₹47,36,758",10/06/2025 15:00,"₹94,735",10/06/2025 15:30
17/EE(E)/KED/2025-26/KARNAL,ARMO of Elect. Services in Income Tax office Building Hisar.Subwork/Packages:Repairing of Sub Division Office,"₹4,52,693",10/06/2025 15:00,"₹9,054",10/06/2025 15:30
01/2025-26/SE(E)/PEWC/(Revised),"AM&O (2025-26): Fire Detection, Alarm, Fighting System, Lifts & Pumps in Parliament House, New Delhi. (SH: Routine Maintenance & Operation of addressable intelligent fire Alarm System and fire fighting system, Operation of Lifts & Pumps).Subwork/Packages:AM&O (2025-26): Fire Detection, Alarm, Fighting System, Lifts & Pumps in Parliament House, New Delhi. (SH: Routine Maintenance & Operation of addressable  intelligent fire Alarm System and fire fighting system, Operation of Lifts & Pump).","₹2,13,27,352",10/06/2025 15:30,"₹4,26,547",10/06/2025 16:00
22/EE(E)/Bangalore/BCESD-I/2025-26,"Construction of 327 Nos (300 Nos Type II, 3 Nos Type III, 17 Nos Type IV and 7 Nos Type V) Residential quarters & 2 Nos 180 Nos Barracks at Group Centre (CG) CRPF, Yelhanka, Bangalore.Subwork/Packages:Operation, day to day General checkup and upkeep of internal Electrical installations, Street / Compound Lighting, Water supply pump sets, Sub Station and DG set etc.","₹2,24,505",11/06/2025 15:00,"₹4,490",11/06/2025 15:30
35/NIT/EE-KOL-III/CPWD/2025-26,"A/R & M/O non residential building, CGO Complex at DF Block, Salt Lake, Kolkata during 2025-26. SH:- Sweeping and cleaning common space and total complex along with cleaning of bathrooms, toilets at E-wing, 3rd floor-Ladies, Gents and Handicapped, CPWD, 4th floor & 7th floor- Ladies and Gents Toilets printing PAO & NCSC and B-wing 2nd floor & 6th floor - Ladies and Gents Toilets, CBI & ED office of CGO Complex.","₹12,95,686",11/06/2025 15:00,"₹25,914",11/06/2025 15:30
06/DD(H)/HDC/CPWD/2025-26/ (2nd Recall),"M/o Horticulture area AIIMS Bilaspur Himachal Pardesh during 2024-25.
(SH:- Providing services of Data Entry Operator in sub-Division office Shimla )Subwork/Packages:Providing services of data entry operator in sub-Division office shimla","₹3,37,516",10/06/2025 15:00,"₹6,750",10/06/2025 15:30
09/EE E-CHENNAI-II/2025-26/CPWD/CHENNAI,Upgradation of 15 Nos Type-IV Quarters at GPRA Indira Nagar Campus Indira Nagar Chennai - 600020 during the FY 2025-26,"₹23,89,726",11/06/2025 11:00,"₹47,795",11/06/2025 11:30
77/EE(E)/FED/2025-26,AUGMENTATION OF SUBSTATION AT CGO COMPLEX NH-IV FARIDABAD,"₹22,79,404",10/06/2025 15:00,"₹45,588",10/06/2025 15:15
06/AE(E)-I/Haldwani/2025-26,Annual maintenance of existing rooftop 75 Kwp Solar Photo Voltaic Plant installed at NSTI Haldwani,"₹2,81,755",10/06/2025 15:10,"₹5,635",10/06/2025 15:30
08/EE/C3D/2025-26/CHENNAI,"Recarpeting of existing BT road including precast Kerb , Bituminous macadam, Bituminous concrete, Informatory signage board etc. in CLTRI hospital building, Chengalpattu.","₹68,19,713",12/06/2025 15:00,"₹1,36,394",12/06/2025 15:30
12/EE/GD-II/2025-26,AR and MO of CGO I Complex Hapur Chungi Ghaziaabad dg 2025 26 Water Proofing of Terrace and Repair of Parapet wall,"₹70,49,983",10/06/2025 15:30,"₹1,41,000",10/06/2025 16:00
10/EE/Jaipur-I/CPWD/2025-26,Providing and laying water proofing Treatment at Terrace of Custom office at NCRB Statue Circle JaipurSubwork/Packages:civil work,"₹13,03,845",10/06/2025 16:15,"₹26,077",10/06/2025 16:30
65/2025-26/EE-1/AE-II/Shimla,"M/R to DPRA Bemloe, Park Area & Chotta Shimla during 2025-26. SH: Repair and restoration of toilets of servant quarters of A-3 & A-6, water storage tanks including caging damaged due to uprooting of heavy trees at Bemloe Shimla (H.P.)","₹22,67,566",06/06/2025 16:00,"₹45,351",06/06/2025 16:30
03/EE/GD-II/2024-25 (2nd Call),Repair of Boundary wall at Kendriya Vidyalaya Ordanance Factory Murad Nagar Ghaziabad dg 2024 25 SH Civil Work,"₹41,72,535",10/06/2025 15:30,"₹83,451",10/06/2025 16:00
25/EE/KD/2025-26,"Construction of covered storage shed of unprocessed seeds and grain straw in Farm Section and Construction of parking shed of approx area 100 sqm for two wheelers in front of Admn. Block at ICAR-NDRI, Karnal, Haryana.Subwork/Packages:Maintenance Work","₹36,63,982",10/06/2025 16:00,"₹73,280",10/06/2025 16:30
08/EE/CHD-II/2025-26,Construction of Type III 6 Nos Plus 2 and Type V 3 Nos Plus 1 Quarters at ITBP BTC Campus Bhanu Distt Panchkula Haryana SH Providing plinth protection and approach road for Type V 3 No Quarters,"₹5,93,063",10/06/2025 15:00,"₹11,861",10/06/2025 15:30
01/EE/AE/GD/2025-26,Construction of Block Adm Block quarter guard store MI Room Mens club at 156 Bn CRPF Dhaligaon Bongaigaon Dist Chirang Assam SH Carrying out Digital survey soil testing and layout plan LOP  of Additional Land VGR LAND of Dag No.256 Village 01 no Chapaguri Mouza Bijni allooted to HQ 156 Bn CRPF Kumurmari Dhaligaon Dist Chirang Assam,"₹2,47,994",10/06/2025 16:00,"₹4,960",10/06/2025 16:30
75/EE(E)/DED-101/2025-26,"MOEI & fans in NSCS at Sardar Patel Bhawan, New Delhi. (SH: Operation and Maintenance of 11KV HT Sub-Station and Electrical Installations.)","₹38,10,497",06/06/2025 15:40,"₹76,210",06/06/2025 15:50
02/AE(E)-II/EE&SM (E&M)/KED/CPWD/2025-26,"Construction of New Mechanical Engineering Building (G plus 3) i/c Internal water supply, sanitary installations, drainage, Internal Electrical Installments, Lifts, Fire Fighting and External Electrical Installation i/c comprehensive maintainence for 5 years at IIT Kharagpur, West Bengal.Subwork/Packages:(SH : Hiring of inspection vehicle for office of the Executive Engineer & Senior Manager (E), KED, CPWD & Sub-divisions, IIT Campus, Kharagpur-721302)","₹4,55,592",10/06/2025 16:00,"₹9,112",10/06/2025 16:30
33/01/NIT/AE-III/EE-Kol-III/CPWD/2025-26,"A/R & M/O at GPRA at IC Block, Sector-III, Salt Lake, Kolkata-700106 during 2025-26. SH: Dismantling and demolishing of damaged parapet wall, projection of roof of building no(833-848, 673-688, 817-832, 921-936, 425-432) 5 nos building.","₹4,19,328",11/06/2025 15:00,"₹8,387",11/06/2025 15:30
11/EE/Jaipur-I/CPWD/2025-26,Providing and Laying Water Proofing Treatment at Terrace of Income office Building at NCRB Statue Circle JaipurSubwork/Packages:civil work,"₹30,55,638",10/06/2025 16:15,"₹61,113",10/06/2025 16:30
20/EE/FD/2025-26,"Replacement of Wooden flooring in room no. 249, A-wing, M/o Social Justice and Empowerment, Shastri Bhawan, New Delhi during 2025-26Subwork/Packages:Civil work","₹59,989",10/06/2025 17:00,"₹1,200",10/06/2025 17:30
64/2025-26/EE-I/AE-II/Shimla,"M/R to DPRA under Lower Summer Hill Shimla during 2025-26. SH:- Cleaning of PVC & RCC water storage tank, cleaning of gutter & cleaning of sewerlines, manholes and drainage & repair of water supply lines and other miscellaneous works at Lower Summer Hill DPRA Colony, Shimla.Subwork/Packages:M/R to DPRA under Lower Summer Hill Shimla during 2025-26. SH:- Cleaning of PVC & RCC water storage tank, cleaning of gutter & cleaning of sewerlines, manholes and drainage & repair of water supply lines and other miscellaneous works at Lower Summer Hill DPRA Colony, Shimla.","₹5,11,763",06/06/2025 16:00,"₹10,235",06/06/2025 16:30
05/AE(E)-I/Haldwani/2025-26,ARMO of various Electrical and mechanical services installed at Fish Farm DCFR Bhimtal Uttarakhand (SH- Miscellaneous Electrical work in Plant room at DCFR Bhimtal),"₹1,50,620",10/06/2025 15:40,"₹3,012",10/06/2025 15:45
51(1)/KESD-II/CPWD/2025/02 dated 03/06/2025,"Construction of Two Nos. Girls Hostel and One No. boys of 500 capacity each (G plus 8) storied building, Dining & Kitchen (G plus 2), Sub station building (G) on Engineering Procurement and Construction (EPC) contract basis including operation and maintainence of all Electrical and Mechanical services for five years at IIT Kharagpur, West Bengal.Subwork/Packages:(SH : Re-distribution of submain, circuit in shops for metering)","₹61,106",10/06/2025 16:00,N/A,10/06/2025 16:30
23(12)/AE(E)-I/Haldwani/2025/96,Providing Air circulation with silent type inline ductable fan including GSS ducting work in Haldwani Central Electrical Division office.,"₹74,712",10/06/2025 15:50,"₹2,500",10/06/2025 15:55
25/AE-4/II/C2D/2025-26/Chennai,"Uplifting the entrance of the Division Office, C2D, Chennai. (Contingencies from Deposit Work)Subwork/Packages:Uplifting the entrance of the division Office, C2D, Chennai. (Contingencies from Deposit Work)","₹5,78,149",10/06/2025 16:00,"₹11,563",10/06/2025 16:30
10/2025-26/CHCD/COCHIN/II,"Conversion of Ground Floor & First Floor Balcony to Toilets, Internal and External Painting of Toilet Area etc of Trainees Hostel of CIFT at Thevara, Kochi. SH: Providing Monsquito proof shutter to all the doors and windows of Trainees Hostel.","₹2,28,231",07/06/2025 16:00,"₹4,565",07/06/2025 16:30
22/EE/FD/2025-26,"A/A to Shastri Bhawan during 2025-26 (SH: Provision of MS framed Shade on both sides of underpass at B and D wing and some other misc. works at Shastri Bhawan, New Delhi)Subwork/Packages:Civil works","₹5,69,279",10/06/2025 16:30,"₹11,386",10/06/2025 17:00
14/EE(E)-KOCHI/2025-26,"MOEI AND FANS I/C RMO OF WATER SUPPLY PUMP SET, 250 KVA DG SET, WET RISER, PASSENGER LIFTS, SUB STATION EQPT ETC FOR AGs OFFICE, THRISSUR DURING 2025-26. SH. OPERATION AND MAINTENANCE OF IEI,  DG SET ETC.","₹12,90,289",11/06/2025 15:00,"₹25,806",11/06/2025 15:30
49/EE/E/PEED/2025-2026,RMO of various security gadgets installed at Rashtrapati Bhavan New DelhiSubwork/Packages:Annual comprehensive maintenance of security surveillance cameras and other security gadgets installed at various location of Rashtrapati Bhavan and President Estate New Delhi,"₹85,25,930",11/06/2025 15:00,"₹1,70,519",11/06/2025 15:30
47/EE/E/PEED/25-26 AEE-III,Routine maintenance and operation of various E and M installation services at President Estate Ashiyana DehradunSubwork/Packages:Comprehensive annual maintenance of Emerson Make 40 KVA UPS,"₹2,91,072",10/06/2025 16:20,"₹5,821",10/06/2025 16:30
35/EE & SM (E)/SCPED-II/2025-26,MO E&M services at Supreme Court of India New DelhiSubwork/Packages:Comprehensive maintenance of UPS,"₹36,55,044",11/06/2025 10:30,"₹73,101",11/06/2025 11:00
09/EE/C3D/2025-26/CHENNAI,"Replacement of sanitary fittings and face lifting with other minor work in Non-residential building at CLTRI, Chengalpattu.","₹24,38,026",12/06/2025 15:00,"₹48,761",12/06/2025 15:30
05/EE/BFD-IV/AE/TBFSD/2025-26,"Extra ordinary Repair of IBB Roads in the stretches under IBBR-56, 57, 62, 64, 67, 68, 69, 70, 75, & Link Roads (Total Length of 200.05 Km.), Culvert repair-236 Nos. and bridge painting- 10 Nos in the state of West Bengal and Assam along Indo-Bangladesh Border (IBB). SH: Earth work, culvert work, toe wall, dismantling and demolition work, Road work, and Bridge Painting in the stretches under IBBR 62, 64, 67, 70, 75 (Package- I of Length 112.37 Kms.). SW : Providing/ Supplying 01 (One) No. Inspection Vehicle with Driver for the use of Assistant Engineer, Tufanganj Border Fencing Sub-Division, BFD-IV,CPWD, Cooch Behar","₹3,27,448",12/06/2025 15:00,"₹6,549",12/06/2025 15:30
